index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
792	war_bonnet					helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet
793	tarnhelm					helmet/skull_cap	helmet/rockstopper	helmet/skull_cap
794	coif_of_glory					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
795	duskdeep					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
796	wormskull					helmet/wormskull	helmet/wormskull	helmet/wormskull
797	howltusk					helmet/great_helm	helmet/great_helm	helmet/great_helm
798	undead_crown					helmet/crown	helmet/crown_of_thieves	helmet/crown
799	the_face_of_horror					helmet/mask	helmet/mask	helmet/mask
800	greyform					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
801	blinkbats_form					armor/leather_armor	armor/leather_armor	armor/leather_armor
802	the_centurion					armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor
803	twitchthroe					armor/studded_leather	armor/ironpelt	armor/studded_leather
804	darkglow					armor/ring_mail	armor/ring_mail	armor/ring_mail
805	hawkmail					armor/scale_mail	armor/scale_mail	armor/scale_mail
806	sparking_mail					armor/chain_mail	armor/chain_mail	armor/chain_mail
807	venomsward					armor/breast_plate	armor/breast_plate	armor/breast_plate
808	iceblink					armor/splint_mail	armor/splint_mail	armor/splint_mail
809	boneflesh					armor/plate_mail	armor/plate_mail	armor/plate_mail
810	rockfleece					armor/field_plate	armor/field_plate	armor/field_plate
811	rattlecage					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
812	goldskin					armor/goldskin	armor/goldskin	armor/goldskin
813	victors_silk					armor/victors_silk	armor/victors_silk	armor/victors_silk
814	heavenly_garb					armor/light_plate	armor/light_plate	armor/light_plate
815	pelta_lunata					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
816	umbral_disk					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
817	stormguild					shield/stormguild	shield/stormguild	shield/stormguild
818	wall_of_the_eyeless					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
819	swordback_hold					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
820	steelclash					shield/steelclash	shield/steelclash	shield/steelclash
821	bverrit_keep					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
822	the_ward					shield/the_ward	shield/the_ward	shield/the_ward
823	the_hand_of_broc					glove/gloves_l	glove/gloves_l	glove/gloves_l
824	bloodfist					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
825	chance_guards					glove/bracers_m	glove/bracers_m	glove/bracers_m
826	magefist					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
827	frostburn					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
828	hotspur					boot/leather_boots	boot/leather_boots	boot/leather_boots
829	gorefoot					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
830	treads_of_cthon					boot/chain_boots	boot/chain_boots	boot/chain_boots
831	goblin_toe					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
832	tearhaunch					boot/plate_boots	boot/plate_boots	boot/plate_boots
833	lenyms_cord					belt/sash_l	belt/sash_l	belt/sash_l
834	snakecord					belt/light_belt	belt/light_belt	belt/light_belt
835	nightsmoke					belt/belt_m	belt/belt_m	belt/belt_m
836	goldwrap					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
837	bladebuckle					belt/girdle_h	belt/girdle_h	belt/girdle_h
838	nokozan_relic					amulet/amulet	amulet/amulet	amulet/amulet
839	the_eye_of_etlich					amulet/amulet	amulet/amulet	amulet/amulet
840	the_mahim_oak_curio					amulet/amulet	amulet/amulet	amulet/amulet
841	nagelring					ring/ring	ring/ring	ring/ring
842	manald_heal					ring/ring	ring/ring	ring/ring
843	the_stone_of_jordan					ring/ring	ring/ring	ring/ring
844	amulet_of_the_viper					amulet/viper_amulet	amulet/viper_amulet	amulet/viper_amulet
845	staff_of_kings					staff/staff_of_the_kings	staff/staff_of_the_kings	staff/staff_of_the_kings
846	horadric_staff					staff/horadric_staff	staff/horadric_staff	staff/horadric_staff
847	hell_forge_hammer					hammer/hellforge_hammer	hammer/hellforge_hammer	hammer/hellforge_hammer
848	khalim_flail					mace/khalim_flail	mace/khalim_flail	mace/khalim_flail
849	super_khalim_flail					mace/super_khalim_flail	mace/super_khalim_flail	mace/super_khalim_flail
850	coldkill					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
851	butchers_pupil					axe/deathspade	axe/deathspade	axe/deathspade
852	islestrike					axe/double_axe	axe/double_axe	axe/double_axe
853	pompes_wrath					axe/mindrend	axe/mindrend	axe/mindrend
854	guardian_naga					axe/war_axe	axe/war_axe	axe/war_axe
855	warlords_trust					axe/large_axe	axe/large_axe	axe/large_axe
856	spellsteel					axe/broad_axe	axe/broad_axe	axe/broad_axe
857	stormrider					axe/stormrider	axe/stormrider	axe/stormrider
858	boneslayer_blade					axe/brainhew	axe/brainhew	axe/brainhew
859	the_minataur					axe/the_minataur	axe/the_minataur	axe/the_minataur
860	suicide_branch					wand/wand	wand/wand	wand/wand
861	carin_shard					wand/yew_wand	wand/yew_wand	wand/yew_wand
862	arm_of_king_leoric					wand/gravenspine	wand/gravenspine	wand/gravenspine
863	blackhand_key					wand/blackhand_key	wand/blackhand_key	wand/blackhand_key
864	dark_clan_crusher					club/felloak	club/felloak	club/felloak
865	zakarums_hand					scepter/scepter	scepter/scepter	scepter/scepter
866	the_fetid_sprinkler					scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter
867	hand_of_blessed_light					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
868	fleshrender					club/stoutnail	club/stoutnail	club/stoutnail
869	sureshrill_frost					mace/mace	mace/mace	mace/mace
870	moonfall					mace/bloodrise	mace/bloodrise	mace/bloodrise
871	baezils_vortex					mace/flail	mace/flail	mace/flail
872	earthshaker					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
873	bloodtree_stump					hammer/maul	hammer/maul	hammer/maul
874	the_gavel_of_pain					hammer/the_gavel_of_pain	hammer/the_gavel_of_pain	hammer/the_gavel_of_pain
875	bloodletter					sword/short_sword	sword/short_sword	sword/short_sword
876	coldsteel_eye					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
877	hexfire					sword/hexfire	sword/hexfire	sword/hexfire
878	blade_of_ali_baba					sword/falchion	sword/falchion	sword/falchion
879	ginthers_rift					sword/ginthers_rift	sword/ginthers_rift	sword/ginthers_rift
880	headstriker					sword/broad_sword	sword/broad_sword	sword/broad_sword
881	plague_bearer					sword/plague_bearer	sword/plague_bearer	sword/plague_bearer
882	the_atlantian					sword/war_sword	sword/war_sword	sword/war_sword
883	crainte_vomir					sword/shadowfang	sword/shadowfang	sword/shadowfang
884	bing_sz_wang					sword/claymore	sword/claymore	sword/claymore
885	the_vile_husk					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
886	cloudcrack					sword/blacktongue	sword/blacktongue	sword/blacktongue
887	todesfaelle_flamme					sword/todesfaelle_flamme	sword/todesfaelle_flamme	sword/todesfaelle_flamme
888	swordguard					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
889	spineripper					knife/dagger	knife/dagger	knife/dagger
890	heart_carver					knife/dirk	knife/dirk	knife/dirk
891	blackbogs_sharp					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
892	stormspike					knife/stormspike	knife/stormspike	knife/stormspike
893	the_impaler					spear/spear	spear/spear	spear/spear
894	kelpie_snare					spear/razortine	spear/razortine	spear/razortine
895	soulfeast_tine					spear/soulfeast_tine	spear/soulfeast_tine	spear/soulfeast_tine
896	hone_sundan					spear/spetum	spear/spetum	spear/spetum
897	spire_of_honor					spear/pike	spear/pike	spear/pike
898	the_meat_scraper					polearm/bardiche	polearm/bardiche	polearm/bardiche
899	blackleach_blade					polearm/voulge	polearm/voulge	polearm/voulge
900	athenas_wrath					polearm/athenas_wrath	polearm/athenas_wrath	polearm/athenas_wrath
901	pierre_tombale_couant					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
902	husoldal_evo					polearm/halberd	polearm/halberd	polearm/halberd
903	grims_burning_dead					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
904	razorswitch					staff/short_staff	staff/short_staff	staff/short_staff
905	ribcracker					staff/long_staff	staff/long_staff	staff/long_staff
906	chromatic_ire					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
907	warpspear					staff/battle_staff	staff/battle_staff	staff/battle_staff
908	skullcollector					staff/skullcollector	staff/skullcollector	staff/skullcollector
909	skystrike					bow/short_bow	bow/short_bow	bow/short_bow
910	riphook					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
911	kuko_shakaku					bow/kuko_shakaku	bow/kuko_shakaku	bow/kuko_shakaku
912	endlesshail					bow/piercerib	bow/piercerib	bow/piercerib
913	whichwild_string					bow/whichwild_string	bow/whichwild_string	bow/whichwild_string
914	cliffkiller					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
915	magewrath					bow/hellclap	bow/hellclap	bow/hellclap
916	godstrike_arch					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
917	langer_briser					bow/langer_briser	bow/langer_briser	bow/langer_briser
918	pus_spiter					bow/pus_spiter	bow/pus_spiter	bow/pus_spiter
919	buriza_do_kyanon					bow/hellcast	bow/hellcast	bow/hellcast
920	demon_machine					bow/doomspittle	bow/doomspittle	bow/doomspittle
921	peasent_crown					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
922	rockstopper					helmet/rockstopper	helmet/rockstopper	helmet/rockstopper
923	stealskull					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
924	darksight_helm					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
925	valkiry_wing					helmet/great_helm	helmet/great_helm	helmet/great_helm
926	crown_of_thieves					helmet/crown_of_thieves	helmet/crown_of_thieves	helmet/crown_of_thieves
927	blackhorns_face					helmet/mask	helmet/mask	helmet/mask
928	vampiregaze					helmet/wormskull	helmet/wormskull	helmet/wormskull
929	the_spirit_shroud					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
930	skin_of_the_vipermagi					armor/leather_armor	armor/leather_armor	armor/leather_armor
931	skin_of_the_flayerd_one					armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor
932	ironpelt					armor/ironpelt	armor/ironpelt	armor/ironpelt
933	spiritforge					armor/ring_mail	armor/ring_mail	armor/ring_mail
934	crow_caw					armor/scale_mail	armor/scale_mail	armor/scale_mail
935	shaftstop					armor/chain_mail	armor/chain_mail	armor/chain_mail
936	duriels_shell					armor/breast_plate	armor/breast_plate	armor/breast_plate
937	skullders_ire					armor/splint_mail	armor/splint_mail	armor/splint_mail
938	guardian_angel					armor/plate_mail	armor/plate_mail	armor/plate_mail
939	toothrow					armor/field_plate	armor/field_plate	armor/field_plate
940	atmas_wail					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
941	black_hades					armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail
942	corpsemourn					armor/corpsemourn	armor/corpsemourn	armor/corpsemourn
943	que_hegans_wisdon					armor/light_plate	armor/light_plate	armor/light_plate
944	visceratuant					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
945	mosers_blessed_circle					shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle
946	stormchaser					shield/stormchaser	shield/stormchaser	shield/stormchaser
947	tiamats_rebuke					shield/steelclash	shield/steelclash	shield/steelclash
948	kerkes_sanctuary					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
949	radimants_sphere					shield/the_ward	shield/the_ward	shield/the_ward
950	lidless_wall					shield/lidless_wall	shield/lidless_wall	shield/lidless_wall
951	lance_guard					shield/lance_guard	shield/lance_guard	shield/lance_guard
952	venom_grip					glove/gloves_l	glove/gloves_l	glove/gloves_l
953	gravepalm					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
954	ghoulhide					glove/bracers_m	glove/bracers_m	glove/bracers_m
955	lavagout					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
956	hellmouth					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
957	infernostride					boot/leather_boots	boot/leather_boots	boot/leather_boots
958	waterwalk					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
959	silkweave					boot/chain_boots	boot/chain_boots	boot/chain_boots
960	wartraveler					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
961	gorerider					boot/plate_boots	boot/plate_boots	boot/plate_boots
962	string_of_ears					belt/sash_l	belt/sash_l	belt/sash_l
963	razortail					belt/light_belt	belt/light_belt	belt/light_belt
964	gloomstrap					belt/belt_m	belt/belt_m	belt/belt_m
965	snowclash					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
966	thudergods_vigor					belt/girdle_h	belt/girdle_h	belt/girdle_h
967	harlequin_crest					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
968	veil_of_steel					helmet/great_helm	helmet/great_helm	helmet/great_helm
969	the_gladiators_bane					armor/studded_leather	armor/ironpelt	armor/studded_leather
970	arkaines_valor					armor/splint_mail	armor/splint_mail	armor/splint_mail
971	blackoak_shield					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
972	stormshield					shield/steelclash	shield/steelclash	shield/steelclash
973	hellslayer					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
974	messerschmidts_reaver					axe/brainhew	axe/brainhew	axe/brainhew
975	baranars_star					mace/bloodrise	mace/bloodrise	mace/bloodrise
976	schaefers_hammer					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
977	the_cranium_basher					hammer/great_maul	hammer/the_gavel_of_pain	hammer/great_maul
978	lightsabre					sword/lightsabre	sword/lightsabre	sword/lightsabre
979	doombringer					sword/blacktongue	sword/blacktongue	sword/blacktongue
980	the_grandfather					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
981	wizardspike					knife/dagger	knife/dagger	knife/dagger
982	stormspire					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
983	eaglehorn					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
984	windforce					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
985	bul_kathos_wedding_band					ring/ring	ring/ring	ring/ring
986	the_cats_eye					amulet/amulet	amulet/amulet	amulet/amulet
987	the_rising_sun					amulet/amulet	amulet/amulet	amulet/amulet
988	crescent_moon					amulet/amulet	amulet/amulet	amulet/amulet
989	maras_kaleidoscope					amulet/amulet	amulet/amulet	amulet/amulet
990	atmas_scarab					amulet/amulet	amulet/amulet	amulet/amulet
991	dwarf_star					ring/ring	ring/ring	ring/ring
992	raven_frost					ring/ring	ring/ring	ring/ring
993	highlords_wrath					amulet/amulet	amulet/amulet	amulet/amulet
994	saracens_chance					amulet/amulet	amulet/amulet	amulet/amulet
995	arreats_face					helmet/avenger_guard	helmet/avenger_guard	helmet/avenger_guard
996	homunculus					voodoo_head/demon_head	voodoo_head/demon_head	voodoo_head/demon_head
997	titans_revenge					javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin
998	lycanders_aim					bow/reflex_bow	bow/reflex_bow	bow/reflex_bow
999	lycanders_flank					spear/maiden_pike	spear/maiden_pike	spear/maiden_pike
1000	the_oculus					orb/dragon_stone	orb/dragon_stone	orb/dragon_stone
1001	herald_of_zakarum					shield/aerin_shield	shield/aerin_shield	shield/aerin_shield
1002	cutthroat_1					h2h/claws	h2h/claws	h2h/claws
1003	jalals_mane					pelt/spirit_mask	pelt/spirit_mask	pelt/spirit_mask
1004	the_scalper					axe/throwing_axe	axe/throwing_axe	axe/throwing_axe
1005	bloodmoon					sword/hexfire	sword/hexfire	sword/hexfire
1006	djinnslayer					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
1007	deathbit					knife/throwing_knife	knife/throwing_knife	knife/throwing_knife
1008	warshrike					knife/warshrike	knife/warshrike	knife/warshrike
1009	gutsiphon					bow/doomspittle	bow/doomspittle	bow/doomspittle
1010	razoredge					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
1011	demonlimb					club/stoutnail	club/stoutnail	club/stoutnail
1012	steelshade					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
1013	tomb_reaver					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
1014	deathss_web					wand/grim_wand	wand/blackhand_key	wand/grim_wand
1015	natures_peace					ring/ring	ring/ring	ring/ring
1016	azurewrath					sword/crystal_sword	sword/crystal_sword	sword/crystal_sword
1017	seraphs_hymn					amulet/amulet2	amulet/amulet2	amulet/amulet2
1018	fleshripper					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
1019	horizons_tornado					mace/flail	mace/flail	mace/flail
1020	stone_crusher					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1021	jadetalon					h2h/katar	h2h/katar	h2h/katar
1022	shadowdancer					boot/plate_boots	boot/plate_boots	boot/plate_boots
1023	cerebus					pelt/wolf_head	pelt/wolf_head	pelt/wolf_head
1024	tyraels_might					armor/victors_silk	armor/victors_silk	armor/victors_silk
1025	souldrain					glove/bracers_m	glove/bracers_m	glove/bracers_m
1026	runemaster					axe/double_axe	axe/double_axe	axe/double_axe
1027	deathcleaver					axe/war_axe	axe/war_axe	axe/war_axe
1028	executioners_justice					axe/giant_axe	axe/the_minataur	axe/giant_axe
1029	stoneraven					spear/maiden_spear	spear/maiden_spear	spear/maiden_spear
1030	leviathan					armor/field_plate	armor/field_plate	armor/field_plate
1031	wisp					ring/ring	ring/ring	ring/ring
1032	gargoyles_bite					javelin/throwing_spear	javelin/throwing_spear	javelin/throwing_spear
1033	lacerator					axe/balanced_axe	axe/balanced_axe	axe/balanced_axe
1034	mang_songs_lesson					staff/skullcollector	staff/skullcollector	staff/skullcollector
1035	viperfork					spear/brandistock	spear/soulfeast_tine	spear/brandistock
1036	ethereal_edge					axe/broad_axe	axe/broad_axe	axe/broad_axe
1037	demonhorns_edge					helmet/horned_helm	helmet/horned_helm	helmet/horned_helm
1038	the_reapers_toll					polearm/scythe	polearm/scythe	polearm/scythe
1039	spiritkeeper					pelt/antlers	pelt/antlers	pelt/antlers
1040	hellrack					bow/hellcast	bow/hellcast	bow/hellcast
1041	alma_negra					shield/rondache	shield/rondache	shield/rondache
1042	darkforge_spawn					voodoo_head/demon_head	voodoo_head/demon_head	voodoo_head/demon_head
1043	widowmaker					bow/hellclap	bow/hellclap	bow/hellclap
1044	bloodravens_charge					bow/hellclap	bow/hellclap	bow/hellclap
1045	ghostflame					knife/blade	knife/stormspike	knife/blade
1046	shadowkiller					h2h/shadowkiller	h2h/shadowkiller	h2h/shadowkiller
1047	gimmershred					axe/throwing_axe	axe/throwing_axe	axe/throwing_axe
1048	griffons_eye					circlet/diadem	circlet/tiara	circlet/diadem
1049	windhammer					hammer/maul	hammer/maul	hammer/maul
1050	thunderstroke					javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin
1051	demons_arch					javelin/short_spear	javelin/short_spear	javelin/short_spear
1052	boneflame					voodoo_head/gargoyle_head	voodoo_head/gargoyle_head	voodoo_head/gargoyle_head
1053	steelpillar					spear/pike	spear/pike	spear/pike
1054	nightwings_veil					helmet/great_helm	helmet/great_helm	helmet/great_helm
1055	crown_of_ages					helmet/crown	helmet/crown_of_thieves	helmet/crown
1056	andariels_visage					helmet/mask	helmet/mask	helmet/mask
1057	dragonscale					shield/aerin_shield	shield/aerin_shield	shield/aerin_shield
1058	steel_carapice					armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail
1059	medusas_gaze					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1060	ravenlore					pelt/falcon_mask	pelt/falcon_mask	pelt/falcon_mask
1061	boneshade					wand/gravenspine	wand/gravenspine	wand/gravenspine
1062	flamebellow					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
1063	fathom					orb/dragon_stone	orb/dragon_stone	orb/dragon_stone
1064	wolfhowl					helmet/fanged_helm	helmet/fanged_helm	helmet/fanged_helm
1065	spirit_ward					shield/the_ward	shield/the_ward	shield/the_ward
1066	kiras_guardian					circlet/tiara	circlet/tiara	circlet/diadem
1067	ormus_robes					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1068	gheeds_fortune					charm/charm_large	charm/charm_large	charm/charm_large
1069	stormlash					mace/flail	mace/flail	mace/flail
1070	halaberds_reign					helmet/assault_helmet	helmet/assault_helmet	helmet/assault_helmet
1071	spike_thorn					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
1072	draculs_grasp					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1073	frostwind					sword/hellplague	sword/hellplague	sword/hellplague
1074	templars_might					armor/victors_silk	armor/victors_silk	armor/victors_silk
1075	eschutas_temper					orb/sacred_globe	orb/sacred_globe	orb/sacred_globe
1076	firelizards_talons					h2h/claws	h2h/claws	h2h/claws
1077	sandstorm_trek					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1078	marrowwalk					boot/chain_boots	boot/chain_boots	boot/chain_boots
1079	heavens_light					scepter/scepter	scepter/scepter	scepter/scepter
1080	arachnid_mesh					belt/sash_l	belt/sash_l	belt/sash_l
1081	nosferatus_coil					belt/light_belt	belt/light_belt	belt/light_belt
1082	metalgrid					amulet/amulet	amulet/amulet	amulet/amulet
1083	verdugos_hearty_cord					belt/belt_m	belt/belt_m	belt/belt_m
1084	carrion_wind					ring/ring	ring/ring	ring/ring
1085	giantskull					helmet/bone_helm	helmet/bone_helm	helmet/bone_helm
1086	ironward					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
1087	annihilus					quest/mephisto_soul_stone	quest/mephisto_soul_stone	quest/mephisto_soul_stone
1088	ariocs_needle					spear/spear	spear/spear	spear/spear
1089	cranebeak					axe/mindrend	axe/mindrend	axe/mindrend
1090	nords_tenderizer					club/felloak	club/felloak	club/felloak
1091	earthshifter					hammer/great_maul	hammer/the_gavel_of_pain	hammer/great_maul
1092	wraithflight					javelin/glaive	javelin/glaive	javelin/glaive
1093	bonehew					polearm/bardiche	polearm/bardiche	polearm/bardiche
1094	ondals_wisdom					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
1095	the_reedeemer					scepter/scepter	scepter/scepter	scepter/scepter
1096	headhunters_glory					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
1097	steelrend					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1098	rainbow_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1099	hellfire_torch					torch/torch	torch/torch	torch/torch
1100	elzixs_equalizer					..\custom\elzixequalizer	..\custom\elzixequalizer	..\custom\elzixequalizer
1101	cold_rupture					charm/charm_large	charm/charm_large	charm/charm_large
1102	flame_rift					charm/charm_large	charm/charm_large	charm/charm_large
1103	crack_of_the_heavens					charm/charm_large	charm/charm_large	charm/charm_large
1104	rotting_fissure					charm/charm_large	charm/charm_large	charm/charm_large
1105	bone_break					charm/charm_large	charm/charm_large	charm/charm_large
1106	black_cleft					charm/charm_large	charm/charm_large	charm/charm_large
