index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
804	deaths_touch		sword/war_sword	sword/war_sword	sword/war_sword			
805	angelic_sickle		sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer			
806	angelic_mantle		armor/ring_mail	armor/ring_mail	armor/ring_mail			
807	angelic_halo		ring/ring	ring/ring	ring/ring			
808	angelic_wings		amulet/amulet	amulet/amulet	amulet/amulet			
809	arctic_horn		bow/hellclap	bow/hellclap	bow/hellclap			
810	arctic_furs		armor/quilted_armor	armor/quilted_armor	armor/quilted_armor			
811	arctic_binding		belt/light_belt	belt/light_belt	belt/light_belt			
812	arctic_mitts		glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets			
813	arcannas_sign		amulet/amulet	amulet/amulet	amulet/amulet			
814	arcannas_deathwand		staff/war_staff	staff/war_staff	staff/war_staff			
815	arcannas_head		helmet/skull_cap	helmet/skull_cap	helmet/skull_cap			
816	arcannas_flesh		armor/light_plate	armor/light_plate	armor/light_plate			
817	natalyas_totem		helmet/wormskull	helmet/wormskull	helmet/wormskull			
818	natalyas_mark		h2h/natalyas_mark	h2h/natalyas_mark	h2h/natalyas_mark			
819	natalyas_shadow		armor/scale_mail	armor/scale_mail	armor/scale_mail			
820	natalyas_soul		boot/chain_boots	boot/chain_boots	boot/chain_boots			
821	aldurs_stony_gaze		pelt/antlers	pelt/antlers	pelt/antlers			
822	aldurs_deception		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
823	aldurs_gauntlet		mace/bloodrise	mace/bloodrise	mace/bloodrise			
824	aldurs_advance		boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots			
825	immortal_kings_will		helmet/avenger_guard	helmet/avenger_guard	helmet/avenger_guard			
826	immortal_kings_soul_cage		armor/victors_silk	armor/victors_silk	armor/victors_silk			
827	immortal_kings_detail		belt/girdle_h	belt/girdle_h	belt/girdle_h			
828	immortal_kings_forge		glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h			
829	immortal_kings_pillar		boot/plate_boots	boot/plate_boots	boot/plate_boots			
830	immortal_kings_stone_crusher		hammer/maul	hammer/maul	hammer/maul			
831	tal_rashas_fire_spun_cloth		belt/belt_m	belt/belt_m	belt/belt_m			
832	tal_rashas_adjudication		amulet/amulet	amulet/amulet	amulet/amulet			
833	tal_rashas_lidless_eye		orb/dragon_stone	orb/dragon_stone	orb/dragon_stone			
834	tal_rashas_howling_wind		armor/gothic_plate	armor/gothic_plate	armor/gothic_plate			
835	tal_rashas_horadric_crest		helmet/mask	helmet/mask	helmet/mask			
836	griswolds_valor		helmet/crown	helmet/crown	helmet/crown			
837	griswolds_heart		armor/corpsemourn	armor/corpsemourn	armor/corpsemourn			
838	griswoldss_redemption		scepter/war_scepter	scepter/war_scepter	scepter/war_scepter			
839	griswolds_honor		shield/crown_shield	shield/crown_shield	shield/crown_shield			
840	trang_ouls_guise		helmet/wormskull	helmet/wormskull	helmet/wormskull			
841	trang_ouls_scales		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
842	trang_ouls_wing		voodoo_head/gargoyle_head	voodoo_head/gargoyle_head	voodoo_head/gargoyle_head			
843	trang_ouls_claws		glove/bracers_m	glove/bracers_m	glove/bracers_m			
844	trang_ouls_girth		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
845	mavinas_true_sight		circlet/diadem	circlet/diadem	circlet/diadem			
846	mavinas_embrace		armor/field_plate	armor/field_plate	armor/field_plate			
847	mavinas_icy_clutch		glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets			
848	mavinas_tenet		belt/light_belt	belt/light_belt	belt/light_belt			
849	mavinas_caster		bow/reflex_bow	bow/reflex_bow	bow/reflex_bow			
850	telling_of_beads		amulet/amulet	amulet/amulet	amulet/amulet			
851	laying_of_hands		glove/gloves_l	glove/gloves_l	glove/gloves_l			
852	rite_of_passage		boot/leather_boots	boot/leather_boots	boot/leather_boots			
853	spiritual_custodian		armor/quilted_armor	armor/quilted_armor	armor/quilted_armor			
854	credendum		belt/belt_m	belt/belt_m	belt/belt_m			
855	dangoons_teaching		mace/dangoons_teaching	mace/dangoons_teaching	mace/dangoons_teaching			
856	heavens_taebaek		shield/heavens_taebaek	shield/heavens_taebaek	shield/heavens_taebaek			
857	haemosus_adament		armor/haemosus_adament	armor/haemosus_adament	armor/haemosus_adament			
858	ondals_almighty		helmet/ondals_almighty	helmet/ondals_almighty	helmet/ondals_almighty			
859	guillaumes_face		helmet/great_helm	helmet/great_helm	helmet/great_helm			
860	wilhelms_pride		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
861	magnus_skin		glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves			
862	wihtstans_guard		shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle			
863	hwanins_splendor		helmet/crown_of_thieves	helmet/crown_of_thieves	helmet/crown_of_thieves			
864	hwanins_refuge		armor/scale_mail	armor/scale_mail	armor/scale_mail			
865	hwanins_seal		belt/belt_m	belt/belt_m	belt/belt_m			
866	hwanins_justice		polearm/voulge	polearm/voulge	polearm/voulge			
867	sazabis_cobalt_redeemer		sword/hellplague	sword/hellplague	sword/hellplague			
868	sazabis_ghost_liberator		armor/splint_mail	armor/splint_mail	armor/splint_mail			
869	sazabis_mental_sheath		helmet/duskdeep	helmet/duskdeep	helmet/duskdeep			
870	bul_kathos_sacred_charge		sword/the_patriarch	sword/the_patriarch	sword/the_patriarch			
871	bul_kathos_tribal_guardian		sword/war_sword	sword/war_sword	sword/war_sword			
872	cow_kings_horns		helmet/cap_hat	helmet/cap_hat	helmet/cap_hat			
873	cow_kings_hide		armor/studded_leather	armor/studded_leather	armor/studded_leather			
874	cow_kings_hoofs		boot/heavy_boots	boot/heavy_boots	boot/heavy_boots			
875	najs_puzzler		staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire			
876	najs_light_plate		armor/plate_mail	armor/plate_mail	armor/plate_mail			
877	najs_circlet		circlet/circlet	circlet/circlet	circlet/circlet			
878	mc_auleys_paragon		helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet			
879	mc_auleys_riprap		boot/heavy_boots	boot/heavy_boots	boot/heavy_boots			
880	mc_auleys_taboo		glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves			
881	mc_auleys_superstition		wand/gravenspine	wand/gravenspine	wand/gravenspine			
882	horazons_secrets		grimoires/ars_torbaalos	grimoires/ars_torbaalos	grimoires/ars_torbaalos			
883	horazons_legacy		boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots			
884	horazons_hold		glove/gloves_l	glove/gloves_l	glove/gloves_l			
885	horazons_dominion		armor/splint_mail	armor/splint_mail	armor/splint_mail			
886	horazons_countenance		helmet/horazons_countenance	helmet/horazons_countenance	helmet/horazons_countenance			
887	banes_oathmaker		knife/banes_spire	knife/banes_spire	knife/banes_spire			
888	banes_wraithskin		armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor			
889	banes_authority		belt/light_belt	belt/light_belt	belt/light_belt			
890	warlords_conquest		glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h			
891	warlords_lust		helmet/great_helm	helmet/great_helm	helmet/great_helm			
892	warlords_mantle		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
893	warlords_crushers		boot/plate_boots	boot/plate_boots	boot/plate_boots			
894	warlords_authority		belt/girdle_h	belt/girdle_h	belt/girdle_h			
895	mcauleys_paragon		helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet			
896	mcauleys_riprap		boot/heavy_boots	boot/heavy_boots	boot/heavy_boots			
897	mcauleys_taboo		glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves			
898	mcauleys_superstition		wand/gravenspine	wand/gravenspine	wand/gravenspine			
899	nadins_determination		amulet/amulet	amulet/amulet	amulet/amulet			
900	nadins_passion		ring/ring	ring/ring	ring/ring			
901	astral_bond		polearm/scythe	polearm/scythe	polearm/scythe			
902	hope_caster		ring/ring	ring/ring	ring/ring			
903	despair_caster		ring/ring	ring/ring	ring/ring			
904	equilibrium_caster		amulet/amulet	amulet/amulet	amulet/amulet			
905	the_decimation		polearm/scythe	polearm/scythe	polearm/scythe			
906	hope_melee		ring/ring	ring/ring	ring/ring			
907	despair_melee		ring/ring	ring/ring	ring/ring			
908	equilibrium_melee		amulet/amulet	amulet/amulet	amulet/amulet			
909	ying		ring/ring	ring/ring	ring/ring			
910	yang		ring/ring	ring/ring	ring/ring			
911	inner_peace		amulet/amulet	amulet/amulet	amulet/amulet			
912	demigod		belt/girdle_h	belt/girdle_h	belt/girdle_h			
913	demigod_replica		belt/girdle_h	belt/girdle_h	belt/girdle_h			
914	sigurds_grip		glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h			
915	sigurds_deflector		shield/kite_shield	shield/kite_shield	shield/kite_shield			
916	sigurds_saveguard		belt/belt_m	belt/belt_m	belt/belt_m			
917	wicked_seduction		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
918	underworlds_mirror		shield/bone_shield	shield/bone_shield	shield/bone_shield			
919	devils_bargain		helmet/bone_helm	helmet/bone_helm	helmet/bone_helm			
920	stolen_jewelry		ring/ring	ring/ring	ring/ring			
921	polished_safety		shield/tower_shield	shield/tower_shield	shield/tower_shield			
922	comfortable_mittens		glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets			
923	high_authority		helmet/great_helm	helmet/great_helm	helmet/great_helm			
924	warriors_heart		armor/light_plate	armor/light_plate	armor/light_plate			
925	journeys_end		boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots			
926	natalyas_visage		helmet/bone_helm	helmet/bone_helm	helmet/bone_helm			
927	natalyas_slayer		h2h/scissors_katar	h2h/scissors_katar	h2h/scissors_katar			
928	natalyas_scar		h2h/scissors_katar	h2h/scissors_katar	h2h/scissors_katar			
929	natalyas_embrace		armor/scale_mail	armor/scale_mail	armor/scale_mail			
930	natalyas_footprints		boot/chain_boots	boot/chain_boots	boot/chain_boots			
931	aldurs_icy_gaze		pelt/antlers	pelt/antlers	pelt/antlers			
932	aldurs_deceit		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
933	aldurs_onslaught		mace/morning_star	mace/morning_star	mace/morning_star			
934	aldurs_momentum		boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots			
935	immortal_kings_triumph		helmet/avenger_guard	helmet/avenger_guard	helmet/avenger_guard			
936	immortal_kings_eternal_reign		armor/ancient_armor	armor/ancient_armor	armor/ancient_armor			
937	immortal_kings_tribal_binding		belt/girdle_h	belt/girdle_h	belt/girdle_h			
938	immortal_kings_irons		glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h			
939	immortal_kings_statue		boot/plate_boots	boot/plate_boots	boot/plate_boots			
940	immortal_kings_savager		sword/great_sword	sword/great_sword	sword/great_sword			
941	tal_rashas_brace		belt/belt_m	belt/belt_m	belt/belt_m			
942	tal_rashas_allegiance		amulet/amulet	amulet/amulet	amulet/amulet			
943	tal_rashas_omniscience		orb/dragon_stone	orb/dragon_stone	orb/dragon_stone			
944	tal_rashas_exquisite_clothing		armor/gothic_plate	armor/gothic_plate	armor/gothic_plate			
945	tal_rashas_wisdom		helmet/mask	helmet/mask	helmet/mask			
946	griswolds_glory		helmet/crown	helmet/crown	helmet/crown			
947	griswolds_heroism		armor/ancient_armor	armor/ancient_armor	armor/ancient_armor			
948	griswoldss_vindication		scepter/war_scepter	scepter/war_scepter	scepter/war_scepter			
949	griswolds_pride		shield/crown_shield	shield/crown_shield	shield/crown_shield			
950	trang_ouls_true_guise		helmet/bone_helm	helmet/bone_helm	helmet/bone_helm			
951	trang_ouls_heart		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
952	trang_ouls_appendage		voodoo_head/gargoyle_head	voodoo_head/gargoyle_head	voodoo_head/gargoyle_head			
953	trang_ouls_sharp_claws		glove/bracers_m	glove/bracers_m	glove/bracers_m			
954	trang_ouls_binding		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
955	mavinas_enlightenment		circlet/diadem	circlet/diadem	circlet/diadem			
956	mavinas_mobility		armor/field_plate	armor/field_plate	armor/field_plate			
957	mavinas_guidance		glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets			
958	mavinas_principle		belt/light_belt	belt/light_belt	belt/light_belt			
959	mavinas_piercing_truth		javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin			
960	mavinas_broken_weapon		javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin			
961	zireael		sword/long_sword	sword/long_sword	sword/long_sword			
962	swallows_grace		circlet/diadem	circlet/diadem	circlet/diadem			
963	witchers_medallion		amulet/amulet	amulet/amulet	amulet/amulet			
964	elder_blood_boots		boot/heavy_boots	boot/heavy_boots	boot/heavy_boots			
965	the_gnasher					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
966	deathspade					axe/deathspade	axe/deathspade	axe/deathspade
967	bladebone					axe/double_axe	axe/double_axe	axe/double_axe
968	mindrend					axe/mindrend	axe/mindrend	axe/mindrend
969	rakescar					axe/war_axe	axe/war_axe	axe/war_axe
970	fechmars_axe					axe/large_axe	axe/large_axe	axe/large_axe
971	goreshovel					axe/broad_axe	axe/broad_axe	axe/broad_axe
972	the_chieftan					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
973	brainhew					axe/brainhew	axe/brainhew	axe/brainhew
974	the_humongous					axe/giant_axe	axe/the_minataur	axe/giant_axe
975	iros_torch					wand/iros_torch	wand/iros_torch	wand/iros_torch
976	maelstromwrath					wand/yew_wand	wand/yew_wand	wand/yew_wand
977	gravenspine					wand/gravenspine	wand/gravenspine	wand/gravenspine
978	umes_lament					wand/grim_wand	wand/blackhand_key	wand/grim_wand
979	felloak					club/felloak	club/felloak	club/felloak
980	knell_striker					scepter/scepter	scepter/scepter	scepter/scepter
981	rusthandle					scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter
982	stormeye					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
983	stoutnail					club/stoutnail	club/stoutnail	club/stoutnail
984	crushflange					mace/mace	mace/mace	mace/mace
985	bloodrise					mace/bloodrise	mace/bloodrise	mace/bloodrise
986	the_generals_tan_do_li_ga					mace/flail	mace/flail	mace/flail
987	ironstone					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
988	bonesob					hammer/bonesob	hammer/bonesob	hammer/bonesob
989	steeldriver					hammer/great_maul	hammer/great_maul	hammer/great_maul
990	rixots_keen					sword/short_sword	sword/short_sword	sword/short_sword
991	blood_crescent					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
992	krintizs_skewer					sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer
993	gleamscythe					sword/gleamscythe	sword/gleamscythe	sword/gleamscythe
994	griswolds_edge					sword/griswolds_edge	sword/griswolds_edge	sword/griswolds_edge
995	hellplague					sword/hellplague	sword/hellplague	sword/hellplague
996	culwens_point					sword/war_sword	sword/war_sword	sword/war_sword
997	shadowfang					sword/shadowfang	sword/shadowfang	sword/shadowfang
998	soulflay					sword/claymore	sword/claymore	sword/claymore
999	kinemils_awl					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
1000	blacktongue					sword/blacktongue	sword/blacktongue	sword/blacktongue
1001	ripsaw					sword/flamberge	sword/todesfaelle_flamme	sword/flamberge
1002	the_patriarch					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
1003	gull					knife/dagger	knife/dagger	knife/dagger
1004	the_diggler					knife/dirk	knife/dirk	knife/dirk
1005	the_jade_tan_do					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
1006	irices_shard					knife/blade	knife/stormspike	knife/blade
1007	the_dragon_chang					spear/spear	spear/spear	spear/spear
1008	razortine					spear/razortine	spear/razortine	spear/razortine
1009	bloodthief					spear/brandistock	spear/soulfeast_tine	spear/brandistock
1010	lance_of_yaggai					spear/spetum	spear/spetum	spear/spetum
1011	the_tannr_gorerod					spear/pike	spear/pike	spear/pike
1012	dimoaks_hew					polearm/bardiche	polearm/bardiche	polearm/bardiche
1013	steelgoad					polearm/voulge	polearm/voulge	polearm/voulge
1014	soul_harvest					polearm/soul_harvest	polearm/soul_harvest	polearm/soul_harvest
1015	the_battlebranch					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
1016	woestave					polearm/halberd	polearm/halberd	polearm/halberd
1017	the_grim_reaper					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
1018	bane_ash					staff/short_staff	staff/short_staff	staff/short_staff
1019	serpent_lord					staff/long_staff	staff/long_staff	staff/long_staff
1020	lazarus_spire					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
1021	the_salamander					staff/battle_staff	staff/battle_staff	staff/battle_staff
1022	the_iron_jang_bong					staff/war_staff	staff/skullcollector	staff/war_staff
1023	pluckeye					bow/short_bow	bow/short_bow	bow/short_bow
1024	witherstring					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
1025	rimeraven					bow/long_bow	bow/kuko_shakaku	bow/long_bow
1026	piercerib					bow/piercerib	bow/piercerib	bow/piercerib
1027	pullspite					bow/pullspite	bow/pullspite	bow/pullspite
1028	wizendraw					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
1029	hellclap					bow/hellclap	bow/hellclap	bow/hellclap
1030	blastbark					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
1031	leadcrow					bow/leadcrow	bow/leadcrow	bow/leadcrow
1032	ichorsting					bow/ichorsting	bow/ichorsting	bow/ichorsting
1033	hellcast					bow/hellcast	bow/hellcast	bow/hellcast
1034	doomspittle					bow/doomspittle	bow/doomspittle	bow/doomspittle
1035	war_bonnet					helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet
1036	tarnhelm					helmet/skull_cap	helmet/rockstopper	helmet/skull_cap
1037	coif_of_glory					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
1038	duskdeep					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
1039	wormskull					helmet/wormskull	helmet/wormskull	helmet/wormskull
1040	howltusk					helmet/great_helm	helmet/great_helm	helmet/great_helm
1041	undead_crown					helmet/crown	helmet/crown_of_thieves	helmet/crown
1042	the_face_of_horror					helmet/mask	helmet/mask	helmet/mask
1043	greyform					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1044	blinkbats_form					armor/leather_armor	armor/leather_armor	armor/leather_armor
1045	the_centurion					armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor
1046	twitchthroe					armor/studded_leather	armor/ironpelt	armor/studded_leather
1047	darkglow					armor/ring_mail	armor/ring_mail	armor/ring_mail
1048	hawkmail					armor/scale_mail	armor/scale_mail	armor/scale_mail
1049	sparking_mail					armor/chain_mail	armor/chain_mail	armor/chain_mail
1050	venomsward					armor/breast_plate	armor/breast_plate	armor/breast_plate
1051	iceblink					armor/splint_mail	armor/splint_mail	armor/splint_mail
1052	boneflesh					armor/plate_mail	armor/plate_mail	armor/plate_mail
1053	rockfleece					armor/field_plate	armor/field_plate	armor/field_plate
1054	rattlecage					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
1055	goldskin					armor/goldskin	armor/goldskin	armor/goldskin
1056	victors_silk					armor/victors_silk	armor/victors_silk	armor/victors_silk
1057	heavenly_garb					armor/light_plate	armor/light_plate	armor/light_plate
1058	pelta_lunata					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
1059	umbral_disk					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
1060	stormguild					shield/stormguild	shield/stormguild	shield/stormguild
1061	wall_of_the_eyeless					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
1062	swordback_hold					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
1063	steelclash					shield/steelclash	shield/steelclash	shield/steelclash
1064	bverrit_keep					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1065	the_ward					shield/the_ward	shield/the_ward	shield/the_ward
1066	the_hand_of_broc					glove/gloves_l	glove/gloves_l	glove/gloves_l
1067	bloodfist					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1068	chance_guards					glove/bracers_m	glove/bracers_m	glove/bracers_m
1069	magefist					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
1070	frostburn					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1071	hotspur					boot/leather_boots	boot/leather_boots	boot/leather_boots
1072	gorefoot					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1073	treads_of_cthon					boot/chain_boots	boot/chain_boots	boot/chain_boots
1074	goblin_toe					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
1075	tearhaunch					boot/plate_boots	boot/plate_boots	boot/plate_boots
1076	lenyms_cord					belt/sash_l	belt/sash_l	belt/sash_l
1077	snakecord					belt/light_belt	belt/light_belt	belt/light_belt
1078	nightsmoke					belt/belt_m	belt/belt_m	belt/belt_m
1079	goldwrap					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
1080	bladebuckle					belt/girdle_h	belt/girdle_h	belt/girdle_h
1081	nokozan_relic					amulet/amulet	amulet/amulet	amulet/amulet
1082	the_eye_of_etlich					amulet/amulet	amulet/amulet	amulet/amulet
1083	the_mahim_oak_curio					amulet/amulet	amulet/amulet	amulet/amulet
1084	nagelring					ring/ring	ring/ring	ring/ring
1085	manald_heal					ring/ring	ring/ring	ring/ring
1086	the_stone_of_jordan					ring/ring	ring/ring	ring/ring
1087	amulet_of_the_viper					amulet/viper_amulet	amulet/viper_amulet	amulet/viper_amulet
1088	staff_of_kings					staff/staff_of_the_kings	staff/staff_of_the_kings	staff/staff_of_the_kings
1089	horadric_staff					staff/horadric_staff	staff/horadric_staff	staff/horadric_staff
1090	hell_forge_hammer					hammer/hellforge_hammer	hammer/hellforge_hammer	hammer/hellforge_hammer
1091	khalim_flail					mace/khalim_flail	mace/khalim_flail	mace/khalim_flail
1092	super_khalim_flail					mace/super_khalim_flail	mace/super_khalim_flail	mace/super_khalim_flail
1093	coldkill					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
1094	butchers_pupil					axe/deathspade	axe/deathspade	axe/deathspade
1095	islestrike					axe/double_axe	axe/double_axe	axe/double_axe
1096	pompes_wrath					axe/mindrend	axe/mindrend	axe/mindrend
1097	guardian_naga					axe/war_axe	axe/war_axe	axe/war_axe
1098	warlords_trust					axe/large_axe	axe/large_axe	axe/large_axe
1099	spellsteel					axe/broad_axe	axe/broad_axe	axe/broad_axe
1100	stormrider					axe/stormrider	axe/stormrider	axe/stormrider
1101	boneslayer_blade					axe/brainhew	axe/brainhew	axe/brainhew
1102	the_minataur					axe/the_minataur	axe/the_minataur	axe/the_minataur
1103	suicide_branch					wand/wand	wand/wand	wand/wand
1104	carin_shard					wand/yew_wand	wand/yew_wand	wand/yew_wand
1105	arm_of_king_leoric					wand/gravenspine	wand/gravenspine	wand/gravenspine
1106	blackhand_key					wand/blackhand_key	wand/blackhand_key	wand/blackhand_key
1107	dark_clan_crusher					club/felloak	club/felloak	club/felloak
1108	zakarums_hand					scepter/scepter	scepter/scepter	scepter/scepter
1109	the_fetid_sprinkler					scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter
1110	hand_of_blessed_light					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
1111	fleshrender					club/stoutnail	club/stoutnail	club/stoutnail
1112	sureshrill_frost					mace/mace	mace/mace	mace/mace
1113	moonfall					mace/bloodrise	mace/bloodrise	mace/bloodrise
1114	baezils_vortex					mace/flail	mace/flail	mace/flail
1115	earthshaker					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1116	bloodtree_stump					hammer/maul	hammer/maul	hammer/maul
1117	the_gavel_of_pain					hammer/the_gavel_of_pain	hammer/the_gavel_of_pain	hammer/the_gavel_of_pain
1118	bloodletter					sword/short_sword	sword/short_sword	sword/short_sword
1119	coldsteel_eye					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
1120	hexfire					sword/hexfire	sword/hexfire	sword/hexfire
1121	blade_of_ali_baba					sword/falchion	sword/falchion	sword/falchion
1122	ginthers_rift					sword/ginthers_rift	sword/ginthers_rift	sword/ginthers_rift
1123	headstriker					sword/broad_sword	sword/broad_sword	sword/broad_sword
1124	plague_bearer					sword/plague_bearer	sword/plague_bearer	sword/plague_bearer
1125	the_atlantian					sword/war_sword	sword/war_sword	sword/war_sword
1126	crainte_vomir					sword/shadowfang	sword/shadowfang	sword/shadowfang
1127	bing_sz_wang					sword/claymore	sword/claymore	sword/claymore
1128	the_vile_husk					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
1129	cloudcrack					sword/blacktongue	sword/blacktongue	sword/blacktongue
1130	todesfaelle_flamme					sword/todesfaelle_flamme	sword/todesfaelle_flamme	sword/todesfaelle_flamme
1131	swordguard					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
1132	spineripper					knife/dagger	knife/dagger	knife/dagger
1133	heart_carver					knife/dirk	knife/dirk	knife/dirk
1134	blackbogs_sharp					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
1135	stormspike					knife/stormspike	knife/stormspike	knife/stormspike
1136	the_impaler					spear/spear	spear/spear	spear/spear
1137	kelpie_snare					spear/razortine	spear/razortine	spear/razortine
1138	soulfeast_tine					spear/soulfeast_tine	spear/soulfeast_tine	spear/soulfeast_tine
1139	hone_sundan					spear/spetum	spear/spetum	spear/spetum
1140	spire_of_honor					spear/pike	spear/pike	spear/pike
1141	the_meat_scraper					polearm/bardiche	polearm/bardiche	polearm/bardiche
1142	blackleach_blade					polearm/voulge	polearm/voulge	polearm/voulge
1143	athenas_wrath					polearm/athenas_wrath	polearm/athenas_wrath	polearm/athenas_wrath
1144	pierre_tombale_couant					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
1145	husoldal_evo					polearm/halberd	polearm/halberd	polearm/halberd
1146	grims_burning_dead					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
1147	razorswitch					staff/short_staff	staff/short_staff	staff/short_staff
1148	ribcracker					staff/long_staff	staff/long_staff	staff/long_staff
1149	chromatic_ire					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
1150	warpspear					staff/battle_staff	staff/battle_staff	staff/battle_staff
1151	skullcollector					staff/skullcollector	staff/skullcollector	staff/skullcollector
1152	skystrike					bow/short_bow	bow/short_bow	bow/short_bow
1153	riphook					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
1154	kuko_shakaku					bow/kuko_shakaku	bow/kuko_shakaku	bow/kuko_shakaku
1155	endlesshail					bow/piercerib	bow/piercerib	bow/piercerib
1156	whichwild_string					bow/whichwild_string	bow/whichwild_string	bow/whichwild_string
1157	cliffkiller					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
1158	magewrath					bow/hellclap	bow/hellclap	bow/hellclap
1159	godstrike_arch					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
1160	langer_briser					bow/langer_briser	bow/langer_briser	bow/langer_briser
1161	pus_spiter					bow/pus_spiter	bow/pus_spiter	bow/pus_spiter
1162	buriza_do_kyanon					bow/hellcast	bow/hellcast	bow/hellcast
1163	demon_machine					bow/doomspittle	bow/doomspittle	bow/doomspittle
1164	peasent_crown					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
1165	rockstopper					helmet/rockstopper	helmet/rockstopper	helmet/rockstopper
1166	stealskull					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
